,Unnamed: 0,movie_title,overview,genre
4897,4897,Ender's Game,base classic novel orson scott card ender game stori earth gift children train defend homeplanet space war futur,"['Action', 'Adventure', 'Science Fiction']"
4898,4898,Hannah Montana: The Movie,miley stewart aka popstar hannah montana get caught superstar celebr lifestyl dad decid time total chang sceneri sweet niblet miley must trade glitz glamour hollywood ol blue jean famili farm tennesse question miley stewart hannah montana,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
4899,4899,バンパイアハンターD,farfutur time rule supernatur young girl request help vampir hunter kill vampir bitten thu prevent becom vampir,"['Animation', 'Fantasy', 'Horror']"
4900,4900,Things We Lost in the Fire,recent widow invit husband troubl best friend live two children gradual turn life around help famili cope confront loss,['Drama']
4901,4901,On Her Majesty's Secret Service,jame bond track archnemesi ernst blofeld mountaintop retreat swiss alp train armi beauti lethal women along way bond fall italian contessa traci draco marri order get closer blofeld,"['Action', 'Adventure', 'Thriller']"
4902,4902,Speak No Evil,danish famili visit dutch famili met holiday suppos idyl weekend slowli start unravel dane tri stay polit face unpleas,"['Drama', 'Horror', 'Thriller']"
4903,4903,The Green Knight,epic fantasi adventur base timeless arthurian legend green knight tell stori sir gawain king arthur reckless headstrong nephew embark dare quest confront eponym green knight gigant emeraldskin stranger tester men,"['Adventure', 'Drama', 'Fantasy']"
4904,4904,流浪地球,sun begin expand way inevit engulf destroy earth hundr year unit mankind find way avoid extinct propel planet solar system use gigant engin move new home locat four light year away epic journey last thousand year,"['Action', 'Drama', 'Science Fiction']"
4905,4905,The Diary of a Teenage Girl,minni goetz 15yearold aspir comicbook artist come age haze 1970 san francisco insati curiou world around minni pretti typic teenag girl oh except she ’s sleep mother ’s boyfriend,"['Drama', 'Romance']"
4906,4906,Saw II,chill relentless jigsaw killer return terror citi gruesom murder victim emerg unmistak trace jigsaw sinist method detect eric matthew thrust highstak investig surpris apprehend jigsaw seem almost easi doe nt realiz caught mere anoth piec jigsaw intric puzzl,['Horror']
4907,4907,The Killer,fate nearmiss assassin battl employ intern manhunt insist is nt person,"['Crime', 'Thriller']"
4908,4908,Balle perdue,small time delinqu turn polic mechan go fast task forc forc defend innoc mentor kill dirti cop,"['Action', 'Crime', 'Thriller']"
4909,4909,Greta,young woman return lone widow ’s lost purs lead unlik relationship two — young woman discov widow might seem,"['Mystery', 'Thriller']"
4910,4910,Batman: The Killing Joke,batman hunt escap joker clown princ crime attack gordon famili prove diabol point mirror fall mad,"['Action', 'Animation', 'Crime', 'Drama']"
4911,4911,The Kids Are All Right,two women nic jule brought son daughter world artifici insemin one children reach age kid go behind mother back meet donor life becom much interest father two mother children start becom attach,"['Comedy', 'Drama']"
4912,4912,New Jack City,gangster nino cash money brother make million dollar everi week sell crack cop scotti discov way infiltr gang becom dealer,"['Crime', 'Drama', 'Thriller']"
4913,4913,"New York, New York",egotist saxophon player young singer meet vj day embark upon strain rocki romanc even career begin long uphil climb,"['Drama', 'Music', 'Romance']"
4914,4914,The Protégé,rescu child legendari assassin moodi train famili busi anna world ’s skill contract killer moodi man like father taught everyth need know trust surviv brutal kill anna vow reveng becom entangl enigmat killer whose attract goe way beyond cat mous confront turn deadli loos end life spent kill weav ever tighter,"['Action', 'Thriller']"
4915,4915,The Finest Hours,coast guard make dare rescu attempt coast cape cod pair oil tanker destroy blizzard 1952,"['Action', 'Drama', 'History', 'Thriller']"
4916,4916,Superman: Unbound,superman supergirl take cybernet known brainiac boast possess knowledg strength 10000 world,"['Action', 'Adventure', 'Animation']"
4917,4917,Ma première fois,zachari 20 year old dark independ collect amor conquest school failur sarah 18 year old first class fragil fill emot gap perfect control life noth close yet year tank six month live love noth true big one mark life forev,"['Drama', 'Romance']"
4918,4918,Hanna,rais father excia agent wild finland hanna upbring gear make perfect assassin sent world father mission hanna journey across europ elud agent dispatch ruthless intellig oper near ultim target hanna face startl revel exist,"['Action', 'Adventure', 'Thriller']"
4919,4919,Heaven Can Wait,joe pendleton quarterback prepar lead team superbowl almost kill accid overanxi angel pluck heaven discov wa nt readi die bodi cremat new bodi must found recentlymurd millionair chosen wife account — the murder — are confus develop buy la ram order quarterback superbowl,"['Comedy', 'Fantasy', 'Romance']"
4920,4920,Hamlet,hamlet princ denmark find uncl claudiu kill father obtain throne plan reveng,"['Drama', 'History']"
4921,4921,Elvira: Mistress of the Dark,arriv small town fallwel massachusett claim inherit horror hostess elvira receiv less enthusiast recept conserv local amongst sinist uncl vincent unbeknownst evil warlock,"['Comedy', 'Horror']"
4922,4922,I'm Thinking of Ending Things,noth seem woman experienc misgiv new boyfriend join road trip meet parent remot farm,"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
4923,4923,Housebound,kyli bucknel sentenc home detent she s forc come term unsoci behaviour blabber mother hostil spirit seem less happi new live arrang,"['Comedy', 'Horror', 'Thriller']"
4924,4924,The Fabulous Baker Boys,live two struggl musician happen brother inevit chang team beauti upandcom singer,"['Comedy', 'Drama', 'Music', 'Romance']"
4925,4925,EuroTrip,scott learn longtim cyberbuddi berlin gorgeou young woman friend embark trip across europ,['Comedy']
4926,4926,28 Weeks Later,inhabit british isl lost battl onslaught diseas deadli rage viru kill everi citizen six month later group american dare set foot isl convinc danger come gone soon becom clear scourg continu live wait pounc next victim,"['Horror', 'Science Fiction', 'Thriller']"
4927,4927,Lady Macbeth,rural england 1865 katherin suffoc loveless marriag bitter man restrain father tyranni unleash irresist forc within power stop noth get want,['Drama']
4928,4928,Lethal Weapon 4,offic martin rigg roger murtaugh lo angel polic depart must stop danger crime lord china get brother jail,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
4929,4929,Tarde para la ira,quiet jose woo cafe worker ana unawar intent pure romant,['Thriller']
4930,4930,Casse-Tête Chinois,xavier 40yearold father two still find life complic mother children move new york ca nt bear grow far away decid move well,"['Comedy', 'Drama', 'Romance']"
4931,4931,Le Jeu,spice dinner parti old friend agre share everi privat messag pop phone disastr result,"['Comedy', 'Drama']"
4932,4932,Barefoot,black sheep son wealthi famili meet young psychiatr patient who s rais isol entir life take naiv young woman home brother wed improb romanc bloom impress everyon genuin simpl charm,"['Comedy', 'Drama', 'Romance']"
4933,4933,Secret Window,mort rainey writer emerg pain divorc exwif stalk remot lake hous psychot stranger wouldb scribe claim rainey swipe best stori idea rainey endeavor prove innoc begin question saniti,"['Mystery', 'Thriller']"
4934,4934,Causeway,us soldier suffer traumat brain injuri fight afghanistan struggl adjust life back home new orlean meet local mechan jame pair begin forg unexpect bond,['Drama']
4935,4935,45 Years,one week kate mercer 45th wed anniversari plan parti go well letter arriv husband bodi first love discov frozen preserv ici glacier swiss alp time parti upon five day later may marriag left celebr,"['Drama', 'Romance']"
4936,4936,The Lion King 1½,timon meerkat pumbaa warthog best pal unsung hero african savanna prequel smash disney anim adventur take back way back simba adventur began you ll find timon pumbaa tag along search perfect home attempt rais rambuncti lion cub,"['Action', 'Animation', 'Comedy', 'Family']"
4937,4937,The Four Feathers,young british offic resign post learn regiment plan ship sudan conflict mahdi friend fiancé send four white feather symbol view cowardic redeem honor disguis arab secretli save live,"['Action', 'Adventure', 'Drama', 'Romance', 'War']"
4938,4938,Walk Hard: The Dewey Cox Story,follow childhood tragedi dewey cox follow long wind road music stardom dewey persever chang music style addict nearli everi drug known bout uncontrol rage,"['Comedy', 'Drama', 'Music']"
4939,4939,American Pie,highschool parti four friend find lose collect virgin is nt easi thought still believ need colleg motiv enter pact score senior prom,"['Comedy', 'Romance']"
4940,4940,Celle que vous croyez,clair romant spurn 50yearold divorc teacher creat fake facebook profil 24yearold woman spi onandoff lover,"['Drama', 'Romance']"
4941,4941,Pinocchio,liveact adapt belov fairytal old woodcarv geppetto fashion wooden puppet pinocchio magic come life pinocchio long adventur easili led astray encount magic beast fantast spectacl make friend foe along journey howev dream becom real boy come true final chang way,"['Drama', 'Family', 'Fantasy']"
4942,4942,Happy-Go-Lucky,look chapter life poppi cheeri color north london schoolteach whose optim tend exasper around,"['Comedy', 'Drama']"
4943,4943,Stay,psychiatrist sam foster new patient henri letham claim suicid tri diagnos sam visit henri prior therapist also find henri mother even though henri said murder parent realiti start contradict fact sam spiral unstabl mental state find clue henri may tri kill race tri stop,"['Drama', 'Mystery', 'Thriller']"
4944,4944,Night at the Museum,chao reign natur histori museum night watchman larri daley accident stir ancient curs awaken attila hun armi gladiat tyrannosauru rex exhibit,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
4945,4945,Saint Maud,recent found god selfeffac young nurs maud arriv plush home care amanda hedonist dancer left frail chronic ill chanc encount former colleagu throw hint dark past becom clear sweet maud meet eye,"['Drama', 'Horror', 'Mystery']"
4946,4946,Alex Strangelove,alex truelov quest lose virgin event eagerli await patient girlfriend cheer welcom advic rowdi friend alex super gregari dude oddli unmotiv magic hous parti throw alex presenc elliot hunki colleg guy peg alex gay flirt hard alex taken aback seri setback girlfriend front take plung learn interest new fact,"['Comedy', 'Drama']"
4947,4947,Romper Stomper,nazi skinhead melbourn take anger local vietnames seen threaten racial puriti final vietnames enough confront skinhead allout confront send skinhead run woman prone epilept seizur join skin merri band help run justic afflict also sign impur,"['Action', 'Drama', 'Thriller']"
4948,4948,Underworld: Evolution,war vampir lycan rage selen former member death dealer elit vampir special forc unit hunt werewolv michael werewolf hybrid work togeth effort unlock secret respect bloodlin,"['Action', 'Fantasy', 'Thriller']"
4949,4949,Shazam! Fury of the Gods,billi batson foster sibl transform superhero say shazam forc get back action fight daughter atla must stop use weapon could destroy world,"['Action', 'Comedy', 'Fantasy']"
4950,4950,The Great Raid,world war ii rage elit sixth ranger battalion given mission heroic proport push 30 mile behind enemi line liber 500 american prison war,"['Action', 'History', 'War']"
4951,4951,The Salton Sea,murder belov wife man search redempt set adrift world noth seem journey befriend slacker jimmi finn becom involv rescu neighbor colett demon get entangl web deceit full unexpect twist turn,"['Crime', 'Drama', 'Mystery', 'Thriller']"
4952,4952,Les Bronzés,holidaymak arriv club med camp ivori coast determin forget everyday problem emot disappoint game competit outing bath sunburn accompani continu success casual affair,['Comedy']
4953,4953,When We First Met,noah spend perfect first night girl dream averi get releg friend zone spend next three year wonder went wrong get unexpect chanc travel back time alter night fate,"['Comedy', 'Fantasy', 'Romance']"
4954,4954,Unstoppable,runaway train transport deadli toxic chemic barrel stanton pennsylvania prove unstopp veteran engin young conductor risk live tri stop switch engin,"['Action', 'Thriller']"
4955,4955,The Howling,bizarr near fatal encount serial killer newswoman sent rehabilit center whose inhabit may seem,['Horror']
4956,4956,見鬼,blind concert violinist get cornea transplant allow see howev get bargain realiz new eye see ghost set find origin cornea discov fate former host,['Horror']
4957,4957,Calendar Girls,member yorkshir branch women institut caus controversi pose nude chariti calendar,"['Comedy', 'Drama']"
4958,4958,Freaky,mystic ancient dagger caus notori serial killer magic switch bodi 17yearold girl,"['Comedy', 'Horror', 'Thriller']"
4959,4959,Inherent Vice,lo angel turn 1970 drugfuel detect larri doc sportello investig disappear exgirlfriend,"['Comedy', 'Drama', 'Mystery']"
4960,4960,Mary Queen of Scots,1561 mari stuart widow king franc return scotland reclaim right throne menac futur queen elizabeth ruler england legitim claim english throne betray rebellion conspiraci life choic imperil queen experi bitter cost power tragic fate final fulfil,"['Drama', 'History']"
4961,4961,Horrible Bosses,nick kurt dale thing would make daili grind toler would grind intoler boss dust quit option benefit fewtoomani drink dubiou advic hustl excon three friend devis convolut seemingli foolproof plan rid respect employ perman,"['Comedy', 'Crime']"
4962,4962,The Swan Princess,beauti princess odett transform swan evil sorcer spell held captiv enchant lake befriend jeanbob frog speed turtl puffin bird despit struggl keep princess safe goodnatur creatur noth sorcer spell broken vow everlast love,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
4963,4963,The Sugarland Express,marri smalltim crook loujean clovi poplin lose babi state texa resolv whatev take get back loujean get clovi jail two steal son foster home addit take highway patrolman hostag massiv dragnet start pursu across texa coupl becom unlik folk hero even start bond captiv policeman,"['Crime', 'Drama']"
4964,4964,Angel Has Fallen,treacher attack secret servic agent mike ban charg attempt assassin presid trumbul chase colleagu fbi ban begin race clock clear name,"['Action', 'Thriller']"
4965,4965,This Is Where I Leave You,father pass away four grown worldweari sibl return childhood home request admonit stay togeth week along freespeak mother collect spous exe mighthavebeen brother sister reexamin share histori statu tatter relationship among know love best reconnect hyster funni emot signific way,"['Comedy', 'Drama']"
4966,4966,Super,wife fall influenc drug dealer everyday guy transform crimson bolt superhero best intent though lack heroic skill,"['Action', 'Comedy', 'Drama']"
4967,4967,The Collector,desper repay debt exwif excon plot heist new employ countri home unawar second crimin also target properti rig seri deadli trap,"['Horror', 'Thriller']"
4968,4968,The Burning Plain,trailer burn middl plain bodi two adulter lover found scene famili dramat event suggest unusu connect secret,"['Crime', 'Drama', 'Romance']"
4969,4969,Strictly Ballroom,brave new step put scott career jeopardi new partner determin still succeed,"['Comedy', 'Drama', 'Romance']"
4970,4970,I Still See You,spellbind romant supernatur thriller ten year apocalypt event left world haunt ghost roni receiv threaten messag beyond grave join forc mysteri classmat kirk roni descend shadow world blur bound live deadand begin desper race time stop cun killer,"['Fantasy', 'Thriller']"
4971,4971,The Crucible,salem resid attempt frame exlov wife witch middl 1692 witchcraft trial,"['Drama', 'History']"
4972,4972,The Nutty Professor,timid nearsight chemistri teacher discov magic potion transform suav handsom romeo jekyl hyde game work well enough concoct start wear embarrass time,"['Comedy', 'Romance', 'Science Fiction']"
4973,4973,Out of the Furnace,two brother live economicallydepress rust belt cruel twist fate land one prison brother lure one violent crime ring northeast,"['Crime', 'Drama', 'Thriller']"
4974,4974,聖闘士星矢 LEGEND of SANCTUARY,warrior call saint champion hope alway appear sinc age myth whenev evil threaten world present day stori mani year sinc long fought holi war find saori kido girl troubl mysteri power save boy seiya bronz saint sudden attack assassin accid saori realiz destini mission decid go sanctuari seiya compani bronz saint sanctuari confront pope wage desper battl greatest saint gold saint,"['Action', 'Animation', 'Fantasy']"
4975,4975,It Follows,carefre teenag jay sleep older boyfriend first time learn latest recipi fatal curs pass victim victim via sexual intercours death jay learn creep inexor toward either friend stranger jay friend do nt believ seemingli paranoid rave begin see phantom assassin band togeth help defend,"['Horror', 'Mystery']"
4976,4976,The Debt,rachel singer former mossad agent tri captur notori nazi war crimin – surgeon birkenau – secret isra mission end death street east berlin 30 year later man claim doctor surfac rachel must return eastern europ uncov truth overwhelm haunt memori younger self two fellow agent stillcelebr heroin must reliv trauma event confront debt incur,"['Drama', 'Thriller']"
4977,4977,The Mask of Zorro,twenti year sinc diego de la vega fought spanish oppress alta california legendari romant hero zorro escap prison transform troubl bandit alejandro successor order foil plan tyrann rafael montero rob freedom wife preciou daughter,"['Action', 'Adventure']"
4978,4978,The Lord of the Rings,fellowship ring embark journey destroy one ring end sauron reign middleearth,"['Adventure', 'Animation', 'Fantasy']"
4979,4979,Mine,fail assassin attempt soldier find strand desert expos element must surviv danger desert battl psycholog physic toll treacher condit,"['Thriller', 'War']"
4980,4980,Return of the Living Dead III,recent wit horrif result top secret project bring dead back life distraught teenag perform oper girlfriend she s kill motorcycl accid,"['Horror', 'Romance', 'Science Fiction']"
4981,4981,High School Musical,troy popular captain basketbal team gabriella braini beauti member academ club break rule east high societi secretli audit lead school music reach star follow dream everyon learn accept teamwork,"['Comedy', 'Drama', 'Family', 'Music', 'Romance', 'TV Movie']"
4982,4982,Funny Games,ann husband georg son georgi arriv holiday home visit pair polit seemingli pleasant young men arm decept sweet smile golf club proceed terror tortur tightknit clan give next day surviv,"['Crime', 'Drama', 'Horror', 'Thriller']"
4983,4983,リアル鬼ごっこ,high school student mitsuko navig seri bizarr altern realiti end bloodi carnag,"['Action', 'Fantasy', 'Horror']"
4984,4984,自殺サークル,54 high school girl throw front subway train appear begin string suicid around countri new allgirl group desert anyth detect kuroda tri find answer is nt simpl hope,"['Drama', 'Horror', 'Thriller']"
4985,4985,High School Musical 3: Senior Year,almost graduat day high school senior troy gabriella sharpay chad ryan taylor — thought head separ direct leav east high wildcat think need someth they ll rememb forev togeth rest wildcat stage spring music reflect hope fear futur unforgett experi grow togeth final show break apart bring togeth greatest moment wildcat histori,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
4986,4986,Sex and the City,new york writer sex love final get marri mr big three best girlfriend must consol one inadvert lead mr big jilt,"['Comedy', 'Drama', 'Romance']"
4987,4987,The Kid Detective,oncecelebr kid detect 31 continu solv trivial mysteri hangov bout selfpiti naiv client bring first adult case find brutal murder boyfriend,"['Comedy', 'Drama', 'Mystery']"
4988,4988,Trust,suburban famili torn apart fourteenyearold anni meet first boyfriend onlin month commun via onlin chat phone anni discov friend origin claim shock disbelief parent shatter daughter action struggl support come term happen innoc life,"['Crime', 'Drama', 'Thriller']"
4989,4989,Flesh + Blood,band mediev mercenari take reveng nobl lord decid pay kidnap betroth nobl son plagu warfar cut swath destruct throughout land mercenari hole castl await fate,"['Adventure', 'Drama']"
4990,4990,The Ref,cat burglar forc take bicker dysfunct famili hostag christma eve,"['Comedy', 'Crime', 'Drama']"
4991,4991,The Limey,limey follow wilson tough english excon travel lo angel aveng daughter death upon arriv wilson goe task battl valentin armi la toughest crimin hope find clue piec togeth happen surviv neardeath beat get thrown build chase danger mountain road englishman decid dole bodili harm,"['Crime', 'Drama', 'Mystery']"
4992,4992,You Only Live Twice,mysteri spacecraft captur russian american space capsul bring two superpow brink war jame bond investig case japan come face face archenemi blofeld,"['Action', 'Adventure', 'Thriller']"
4993,4993,To Die For,suzann stone want worldfam news anchor will anyth get want lack intellig make cold determin diabol wile pursu goal relentless focu forc destroy anyth anyon may stand way regardless ultim cost mean necessari,"['Comedy', 'Crime', 'Drama']"
4994,4994,Lift,intern heist crew led cyru whitak race lift 500 million gold passeng plane 40000 feet,"['Action', 'Comedy', 'Crime']"
4995,4995,The Children Act,midst marit crisi high court judg must decid order lifesav blood transfus teen cancer despit famili refus accept medic treatment religi reason,['Drama']
4996,4996,Monte Carlo,three young women vacat pari find whisk away mont carlo one girl mistaken british heiress,"['Adventure', 'Comedy', 'Romance']"
4997,4997,Super Troopers,five bore occasion high alway ineffect vermont state trooper must prove worth governor lose job stumbl drug ring plan make bust rival polic forc steal glori,"['Comedy', 'Crime', 'Mystery']"
4998,4998,Double Jeopardy,frame murder husband libbi parson surviv long year prison two burn desir sustain find son solv mysteri destroy oncehappi life stand quest howev parol offic travi lehman libbi pose challeng cynic offic one forc face fail pit superior law enforc colleagu,"['Drama', 'Mystery', 'Thriller']"
4999,4999,Hot Shots!,gang creat airplan nake gun set sight top gun often hilari spoof star charli sheen previous inspir laugh person life play topper harley fighter pilot ax grind clear famili name get involv relationship valeri golino woman unusu talent stomach mission aveng father lloyd bridg late career reveal aptitud kind silli command incred dim delight accid prone direct jim abraham film make fun varieti film well danc wolv fabul baker boy success return sequel hot shot part deux,"['Action', 'Comedy', 'War']"
5000,5000,Reality Bites,small circl friend suffer postcollegi blue must confront hard truth life love pursuit gain employ struggl map surviv guid futur genx quartet soon begin realiz realiti is nt crack,"['Comedy', 'Drama', 'Romance']"
5001,5001,Ocean's Twelve,danni ocean reunit old flame rest merri band thiev carri three huge heist rome pari amsterdam – europol agent hot heel,"['Crime', 'Thriller']"
5002,5002,Barbaque,sophi vincent ’s small butcher shop brink bankruptci marriag fall apart live turn upsid vincent accident kill vegan activist vandal shop overwhelm terrifi accus murder solut get rid bodi turn ham surpris ham popular may save busi … they ’re readi keep “ hunt,"['Comedy', 'Horror']"
5003,5003,The Kindergarten Teacher,lisa spinelli staten island teacher unusu devot student discov one fiveyearold prodigi becom fascin boy ultim risk famili freedom nurtur talent,['Drama']
5004,5004,Damage,life respect british politician height career crumbl becom obsess son lover,"['Drama', 'Romance']"
5005,5005,Austin Powers: International Man of Mystery,swing fashion photograph day groovi british superag night austin power 60 shagadel spi stop megalomaniac dr evil bald villain freez unthaw 90 help sexi sidekick vanessa kensington might,"['Comedy', 'Crime', 'Science Fiction']"
5006,5006,Legado en los huesos,inspector amaia salazar must return baztan valley order solv seri suicid seem follow similar pattern,"['Crime', 'Thriller']"
5007,5007,The Art of Self-Defense,casey attack random street enlist local dojo led charismat mysteri sensei effort learn defend uncov sinist world fratern violenc hypermasculin woman fight place,"['Comedy', 'Thriller']"
5008,5008,You Were Never Really Here,traumatis veteran unafraid violenc track miss girl live job spin control nightmar overtak conspiraci uncov lead may death trip awaken,"['Crime', 'Drama', 'Thriller']"
5009,5009,La Loi du marché,age 51 20 month unemploy thierri start new job soon bring face face moral dilemma much will accept keep job,['Drama']
5010,5010,Play Misty for Me,brief fling male disc jockey obsess femal fan take frighten perhap even deadli turn anoth woman enter pictur,"['Drama', 'Thriller']"
5011,5011,Escape Room: Tournament of Champions,six peopl unwittingli find lock anoth seri escap room slowli uncov common surviv discov they ve play game,"['Horror', 'Mystery', 'Thriller']"
5012,5012,Cold in July,investig nois hous one balmi texa night 1989 richard dane put bullet brain lowlif burglar although he ’s hail smalltown hero dane soon find fear famili ’s safeti freddi ’s excon father roll town hellbent reveng,"['Drama', 'Thriller']"
5013,5013,Boundin',high mountain plain live lamb wool remark sheen break highsteppin danc come day lose lustrou coat along pride take wise jackalop hornadorn rabbit teach mope lamb wooli what s insid that ll help rebound life troubl,"['Animation', 'Comedy', 'Family', 'Music']"
5014,5014,The Warriors Gate,mysteri chest open gateway time teen gamer jack transport ancient empir terror cruel barbarian king jack need game skill battl defeat barbarian protect beauti princess somehow find way back home,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
5015,5015,Bubba Ho-tep,bubba hotep tell true stori realli becom elvi presley find elvi elderli resid east texa rest home switch ident elvi imperson year death miss chanc switch back must team jfk fight ancient egyptian mummi soul fellow resid,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
5016,5016,Lady Chatterley's Lover,unhappili marri aristocrat ladi chatterley begin torrid affair — fall deepli love — gamekeep husband countri estat,"['Drama', 'Romance']"
5017,5017,He's All That,get reveng exboyfriend influenc attempt transform unpopular classmat prom king,"['Comedy', 'Romance']"
5018,5018,Turbo Kid,postapocalypt wasteland orphan teen must battl ruthless warlord save girl dream,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
5019,5019,The Grey,follow gruel fiveweek shift alaskan oil refineri worker led sharpshoot john ottway fli home muchneed vacat brutal storm caus plane crash frozen wilder eight men includ ottway surviv trek southward toward civil safeti ottway companion must battl mortal injuri ici element pack hungri wolv,"['Action', 'Adventure', 'Drama', 'Thriller']"
5020,5020,The Art of Getting By,georg lone fatalist teen who s made way senior year without ever done real day work befriend salli popular complic girl recogn kindr spirit,"['Drama', 'Romance']"
5021,5021,The Last Man on Earth,diseas turn human live dead last man earth becom reluct vampir hunter,"['Horror', 'Science Fiction']"
5022,5022,The Exorcism of Emily Rose,younger girl call emili rose die everyon put blame exorc perform father moor prior death priest arrest suspicion murder trial begin lawyer erin bruner repres moor go easi one want believ father moor say true,"['Crime', 'Drama', 'Horror', 'Thriller']"
5023,5023,The Curse of the Jade Scorpion,cw brigg veteran insur investig mani success betti ann fitzgerald new employe compani work task reorgan offic do nt like least that s think night rest offic employe go watch voltan magician secretli hypnot,"['Comedy', 'Crime', 'Romance']"
5024,5024,Solo: A Star Wars Story,seri dare escapad deep within dark danger crimin underworld han solo meet mighti futur copilot chewbacca encount notori gambler lando calrissian,"['Action', 'Adventure', 'Science Fiction']"
5025,5025,Alice Through the Looking Glass,alic kingsleigh return underland face new adventur save mad hatter,"['Adventure', 'Family', 'Fantasy']"
5026,5026,Drive Me Crazy,nicol chase live next door world apart howev plot scheme date order attract interest jealousi respect romant prey mist plan gala centenni celebr nicol chase find one alway want closer ever thought,"['Comedy', 'Drama', 'Romance']"
5027,5027,Chasseurs de dragons,dragon hunter fantast tale tell adventur two dragon hunter world becom vast conglomer island vari size shape babbl univers mainli peopl ruthless rogu surli peasant illiter petti lord main concern revolv around two fundament rule eat do nt get eaten,"['Animation', 'Family']"
5028,5028,Hitch,date coach alex hitch hitchen mentor bumbl client albert hope win heart glamor allegra cole albert make progress hitch face romant setback proven techniqu fail work sara mela tabloid report dig dirt allegra cole love life sara discov hitch connect albert – allegra boyfriend – threaten destroy relationship,"['Comedy', 'Drama', 'Romance']"
5029,5029,Titan A.E.,young man find hold key restor hope ensur surviv human race alien speci call drej bent mankind destruct,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']"
5030,5030,The Legend of Bagger Vance,world war left golfer rannulph junuh pokerplay alcohol perfect swing gone howev need get back play tournament save financi ravag golf cours longago sweetheart help arriv form mysteri caddi bagger vanc,"['Drama', 'Fantasy']"
5031,5031,The Last Word,retir businesswoman – tri control everyth around – decid write obituari young journalist take task find truth result lifealt friendship,"['Comedy', 'Drama']"
5032,5032,The Last Days of American Crime,nottoodist futur final respons crime terror us govern plan broadcast signal make imposs anyon knowingli break law,"['Action', 'Crime', 'Thriller']"
5033,5033,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,naruto shikamaru sakura execut mission deliv lost pet certain villag howev right midst thing troop led mysteri knight temujin attack violent battl three becom separ temujin challeng naruto fight end fierc battl fall togeth high cliff,"['Adventure', 'Animation', 'Fantasy']"
5034,5034,Sliding Doors,london publicist helen effortlessli slide parallel storylin show happen catch train back apart love romant entangl decept trust friendship comedi come focu two stori shift back forth overlap surprisingli converg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
5035,5035,Welcome to Marwen,devast attack shatter mark hogancamp wipe away memori one expect recoveri put togeth piec old new life mark meticul creat wondrou town name marwen heal heroic build astonish art instal — testament power women know — fantasi world draw strength triumph real one,"['Comedy', 'Drama']"
5036,5036,Seeking a Friend for the End of the World,asteroid near earth man find alon wife leav panic decid take road trip reunit high school sweetheart accompani neighbor inadvert put wrench plan,"['Adventure', 'Comedy', 'Drama', 'Romance']"
5037,5037,"I Love You, Man",peter klaven success real estat agent upon get engag woman dream zooey discov dismay chagrin male friend close enough serv best man peter immedi set rectifi situat embark seri bizarr awkward mandat,"['Comedy', 'Romance']"
5038,5038,雲のむこう、約束の場所,postwar altern timelin japan divid north control union south control unit state mysteri high tower rise within border union three high school student promis cross border selfbuilt airplan unravel secret tower,"['Adventure', 'Animation', 'Drama', 'Romance', 'Science Fiction']"
5039,5039,Step Brothers,brennan huff dale doback might grown men doe nt stop live home turn jealou competit stepbroth singl parent marri brennan constant competit dale strain mom marriag dale dad leav everyon wonder whether they ll ever see eye eye,['Comedy']
5040,5040,Star Wars: Episode II - Attack of the Clones,follow assassin attempt senat padmé amidala jedi knight anakin skywalk obiwan kenobi investig mysteri plot could chang galaxi forev,"['Action', 'Adventure', 'Science Fiction']"
5041,5041,Blind Fury,blind vietnam vet train swordfight come america help rescu son fellow soldier,"['Action', 'Thriller']"
5042,5042,Hollywood Ending,woodi allen star val waxman twotim oscar winner turn washedup neurot director desper need comeback come waxman find back corner work exwif elli forfeit last shot val blind love opt reconnect love blind come elli staunch support liter figur proof pictur,"['Comedy', 'Drama']"
5043,5043,Ace Ventura: Pet Detective,he s ace ventura pet detect jim carrey case find miami dolphin miss mascot quarterback dan marino goe eyebal eyebal maneat shark stake miami dolphin woo wow ladi whether he s undercov fire underwat alway get man … beast,"['Comedy', 'Mystery']"
5044,5044,Little Monsters,washedup musician team teacher kid show person protect young children sudden outbreak zombi,"['Comedy', 'Horror']"
5045,5045,L'ora legale,small sicilian town elect new honest major quickli learn play rule easi seem,['Comedy']
5046,5046,Hitchcock,follow great success north northwest director alfr hitchcock make dare choic next project adapt robert bloch novel psycho studio refus back pictur hitchcock decid pay exchang percentag profit wife alma revil seriou reserv film support nonetheless still product strain coupl marriag,['Drama']
